Previous price at the first timeslot,1,2,3,4,5,6,7,8,9,10
5.831303587171684,4.311188506349689,3.524664059340214,3.0272179616268238,3.082559734341235,3.3083678532011027,4.192301144705626,5.470418023367315,6.3308398830607695,7.047661207485221,6.712330271902297
5.157535487108307,7.3321530013852945,8.648140847410337,7.884593167844987,6.095926729207571,4.919507707126695,4.594508577541502,4.360500787747049,3.572867359133523,3.301405384378153,3.5056575759904742
7.199748919103557,7.6479743854573785,8.017705861,8.275328396050925,8.302920910912846,7.654257442106276,6.167881551658359,6.241061387746969,4.8338865423944295,4.217550966233871,4.289198920373119
4.054780927602364,3.3048012340210855,3.382099322077719,3.4538076971036067,4.115665861886264,4.358241910538685,5.112308244964565,5.275780035,4.389079756,4.156893335917718,4.0439465371615455
5.273271777648426,6.769341992482144,7.224936543967067,6.859592786501511,6.614926951011565,5.722686684749252,5.055002876401586,4.097149072681395,2.9332928388326955,3.3875229582215765,3.819165767252922
7.581990489683603,6.053035409,4.233234238138066,2.4661025689868654,0.798518197,0.6557757408914365,1.1717751016307383,1.8619332025219248,2.429613073165737,3.3176841873575342,4.35395057
2.2705577079860273,7.267481148619879,11.011881008803204,12,10.928046748362025,9.323647218966974,7.553340719034881,6.132322371908845,5.283389392039514,4.362409173376318,3.3666970512501817
2.9956330997377263,7.090128116,9.193204237929365,9.641724166967741,8.355168477805561,7.596460831600832,6.549782799705535,5.576957394085579,6.160789588228319,6.022561510933938,5.986546549
7.7394799538568435,6.485857822549366,5.47268384,4.797076067101612,4.153521599292188,4.252041794701322,3.595561977175403,2.582738914567651,1.7814721961087492,1.6816855144504357,2.2121871821759838
5.773273185929288,6.830282956640339,6.654260394555777,6.685748167751662,7.017789822289494,6.8777274829861215,5.392656343724765,3.700137685,2.7947410180477528,2.7207304042692377,3.5494335177296388
5.763960930748606,2.3988073808615615,1.1071686046252442,0.036148005,0.15059020353144414,0.13362536576915762,0.9289603745464912,1.7806302475231244,1.296150207835052,1.3059908441020889,2.0903988365436694
2.097733795737998,7.1395269131029035,9.815371048649055,10.078831281894056,8.960873032667674,7.442216153401197,5.046254740706354,3.0313650287522886,1.8372534720700051,1.5460249851594239,0.9683227201913623
5.510491875932469,7.893431988743194,9.722816005948197,10.191479956704192,8.910361286274178,7.243051151382616,6.567756554636774,5.468577530519753,4.008392502035858,3.2483411032172773,2.175813479697522
2.2657112237249217,4.917734207362141,7.309474058084169,8.701565027637658,8.586721708783863,8.104433529053114,7.820497280287988,6.650640680847666,6.469203201412769,6.462944993413989,6.43598769
7.277721786841092,4.478147900676209,2.4074503828876264,1.049612099188962,0.7901331973375043,0.3654992966370204,0.5646515044779603,1.0746009293487748,1.9591842581903731,3.2220152578563246,3.6545182339673006
6.7515617982732055,6.016773721870224,4.453263300382446,3.6863793374208806,2.9855406321857028,2.756517491545865,2.3398137843086624,3.071407068158271,3.443869665315005,4.130537653213358,4.440533813083292
5.740885074374117,2.747501458813862,0.5567197527313617,0.5039686133681017,0.7846110985941548,0.062359835383696494,0.12646984277387427,0,0.6990884612594235,1.2904280770404633,1.5945430212568221
2.8107987988914322,5.629555566,7.024113614054433,7.040460804292091,6.882465053019259,6.1984299688104585,6.401658140436525,6.339055966529619,6.267183403,4.462867536297095,3.860550293872376
3.710905355422147,5.635131593856222,6.489297640153488,6.462647732471483,5.2488202222189475,4.520520264842107,4.158268771345154,3.5711570984621663,3.4468132854144784,3.3211692689058396,4.045414177256953
